r_bend,p99_springback_mm,max_springback_mm,feasible,campaign_runtime_s
7.420100502512563,2.5550948987466584,2.604221583145494,False,0.04075373103842139
7.450452261306532,2.56482531519737,2.614148174696851,False,0.04151831299532205
7.480804020100502,2.574555696615877,2.6240747290864674,False,0.042033452016767114
7.511155778894472,2.584286042869238,2.634001246173223,False,0.04205864103278145
7.541507537688442,2.594016319081234,2.643927725815931,False,0.04021621495485306
7.571859296482412,2.603746514626514,2.6538541678734484,False,0.040233824984170496
7.602211055276381,2.613476674608398,2.6637805722045993,False,0.04060315800597891
7.632562814070352,2.6232067988939365,2.673706938668241,False,0.040180248965043575
7.662914572864322,2.632936887350191,2.683633267123209,False,0.04026019899174571
7.693266331658291,2.6426676222478873,2.693559557428349,False,0.040357443038374186
7.723618090452261,2.652403153986346,2.703485809442485,False,0.0400810829596594
7.75396984924623,2.66213864945551,2.713412023024475,False,0.04066357499687001
7.784321608040201,2.671874108522243,2.723338198033165,False,0.04069842299213633
7.814673366834171,2.6816095310533434,2.73326433432739,False,0.04116975603392348
7.8450251256281405,2.691344916915664,2.743190431765974,False,0.041298719006590545
7.87537688442211,2.7010802659760125,2.7531164902077965,False,0.04135194997070357
7.90572864321608,2.710815578101242,2.7630425095116595,False,0.042471325024962425
7.936080402010051,2.7205508531581617,2.7729684895364204,False,0.0423335469677113
7.96643216080402,2.730286091013624,2.7828944301409253,False,0.041783123975619674
7.9967839195979895,2.740021291534449,2.7928203311840094,False,0.042048909002915025
8.02713567839196,2.749756454587467,2.802746192524519,False,0.04047285299748182
8.05748743718593,2.7594915800395086,2.812672014021289,False,0.04105953802354634
8.0878391959799,2.7692271501540584,2.822597795533166,False,0.04105277801863849
8.118190954773869,2.7789636165566196,2.832523536918985,False,0.04083622497273609
8.148542713567839,2.7887000449476176,2.842449238037592,False,0.04070803395006806
8.178894472361808,2.7984317568544568,2.8523748987478226,False,0.04111760400701314
8.209246231155777,2.8081667546846054,2.8623005189085338,False,0.04155208799056709
8.239597989949749,2.817901714114258,2.8722260983785497,False,0.0410893420339562
8.269949748743718,2.8276366350102644,2.8821516370167166,False,0.04146242397837341
8.30030150753769,2.83737151723943,2.892077134681892,False,0.04285435000201687
8.330653266331659,2.847106360668584,2.9020025912328884,False,0.04412434104597196
8.361005025125628,2.8568411206502367,2.9119280065285635,False,0.044034972961526364
